CRI_CID_CUST_ID,CRI_RID_REM_INSTR,CRI_IND_LOAN,CRI_IND_SBLC,CRI_IND_INCOMING,CRI_IND_OUTGOING,CRI_IND_PRINCIPAL,CRI_IND_INTEREST,CRI_IND_FEES,CRI_DSC_REM_INSTR,CRI_CDE_REM_METHOD,CRI_IND_DEFAULT,CRI_TSP_REC_CREATE,CRI_TSP_REC_UPDATE,CRI_UID_REC_CREATE,CRI_UID_REC_UPDATE,CRI_CDE_CURRENCY,CRI_IND_APPROVED,CRI_IND_AUTO_DOIT,CRI_IND_SIMPLIFIED,CRI_XID_DDA_ACCT,CRI_CDE_CHIPS_NUM,CRI_CDE_ABA_NUM,CRI_XID_CHIPS_UID,CRI_XID_BENF_ACCT,CRI_CDE_BENF_TYPE,CRI_CDE_DIVISION,CRI_UID_APPRV_USER,CRI_XID_BOOK_AC_NO,CRI_XID_SWIFT_BIC,CRI_CDE_NOSTRO_NTF,CRI_TXT_TLX_DL_DGS,CRI_TXT_TLX_ANS_BK,CRI_NME_DDA_ACCT,CRI_TXT_IMT_FAX,CRI_AMT_IMT_THRSHL,CRI_XID_CUSTODY_AC,CRI_IND_SAVINGS_AC,CRI_CDE_BRANCH
Y?EFF2ED,HIEFIW3P,Y,Y,N,Y,Y,Y,Y,"RTGSAUD1-5807       ","RTGS ",Y,2020-08-26 12:07:06,2020-08-26 12:08:07,INPAMT01,INPAMT01,AUD,N,N,N,,,,,"                                  ",,,,,,,,,,{BACKSPACE}Account Name: MCC PRIVATE LTD,0,,,
1MEFJ04Y,1$EFJ0J1,Y,Y,N,Y,Y,Y,Y,"RTGS1 - TO CUSTOMER ","RTGS ",Y,2020-08-26 14:10:42,2020-08-26 14:21:19,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,Account Name: Anihant Trading Company,0,,N,
P=E6K597,1LEFJ3BK,Y,Y,Y,Y,Y,Y,Y,"DDA2                ","DDA  ",Y,2020-08-26 15:07:18,2020-08-26 15:13:24,DJRHINPT,DJRHAPRV,USD,Y,Y,N,"23434433443                       ",,,,"                                  ",,,DJRHAPRV,,,,,,CBA Account,,0,,N,
=REFJ68W,$ZEFJ71Z,Y,Y,N,Y,Y,Y,Y,"RTGSAUD1-5808       ","RTGS ",Y,2020-08-26 17:25:58,2020-08-26 17:36:25,INPAMT01,MGRAMT01,AUD,Y,N,N,,,,,"                                  ",,,MGRAMT01,,,,,,,{BACKSPACE}Account Name: MCC PRIVATE LTD,0,,N,
=REFJ68W,$ZEFJ7FG,Y,Y,Y,N,Y,Y,Y,"RTGS-AUD2521        ","RTGS ",Y,2020-08-26 17:27:32,2020-08-26 17:36:57,INPAMT01,MGRAMT01,AUD,Y,N,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
$#EFJ9I3,$#EFJ9PQ,Y,Y,N,Y,Y,Y,Y,"RTGS1 - TO CUSTOMER ","RTGS ",Y,2020-08-26 18:26:12,2020-08-26 18:36:59,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,Account Name: Anihant Trading Company,0,,N,
$#EFJ9I3,$#EFJA67,Y,Y,Y,N,Y,Y,Y,RTGS2 -FROM CUSTOMER,"RTGS ",Y,2020-08-26 18:28:33,2020-08-26 18:37:28,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
?NEFKRY6,?NEFKSK5,Y,Y,N,Y,Y,Y,Y,"RTGS1 - TO CUSTOMER ","RTGS ",Y,2020-08-27 14:11:09,2020-08-27 14:23:46,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,Account Name: Anihant Trading Company,0,,N,
?NEFKRY6,?NEFKT0X,Y,Y,Y,N,Y,Y,Y,RTGS2 -FROM CUSTOMER,"RTGS ",Y,2020-08-27 14:13:49,2020-08-27 14:24:22,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
7NEFL00E,7NEFL07O,Y,Y,N,Y,Y,Y,Y,"RTGS1 - TO CUSTOMER ","RTGS ",Y,2020-08-27 16:56:26,2020-08-27 17:10:11,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,Account Name: Anihant Trading Company,0,,N,
7NEFL00E,7NEFL0OD,Y,Y,Y,N,Y,Y,Y,RTGS2 -FROM CUSTOMER,"RTGS ",Y,2020-08-27 16:59:20,2020-08-27 17:10:50,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
N?EFL3EX,XZEFL4JD,Y,Y,N,Y,Y,Y,Y,"RTGSAUD1-5808       ","RTGS ",Y,2020-08-27 18:23:01,2020-08-27 18:32:57,INPAMT01,MGRAMT01,AUD,Y,N,N,,,,,"                                  ",,,MGRAMT01,,,,,,,{BACKSPACE}Account Name: MCC PRIVATE LTD,0,,N,
N?EFL3EX,XZEFL4WU,Y,Y,Y,N,Y,Y,Y,"RTGS-AUD2521        ","RTGS ",Y,2020-08-27 18:24:51,2020-08-27 18:33:22,INPAMT01,MGRAMT01,AUD,Y,N,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
XOEFL7K0,I+EFMIE8,Y,Y,N,Y,Y,Y,Y,"RTGSAUD1-5808       ","RTGS ",Y,2020-08-28 11:15:40,2020-08-28 11:24:26,INPAMT01,MGRAMT01,AUD,Y,N,N,,,,,"                                  ",,,MGRAMT01,,,,,,,{BACKSPACE}Account Name: MCC PRIVATE LTD,0,,N,
I2EFMH43,I2EFMH4N,Y,Y,N,Y,Y,Y,Y,"RTGS1 - TO CUSTOMER ","RTGS ",Y,2020-08-28 11:22:19,2020-08-28 11:32:34,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,Account Name: Anihant Trading Company,0,,N,
I2EFMH43,I2EFMHKS,Y,Y,Y,N,Y,Y,Y,RTGS2 -FROM CUSTOMER,"RTGS ",Y,2020-08-28 11:24:35,2020-08-28 11:33:01,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
@MEFH6VL,-KEFN0AZ,Y,Y,Y,N,Y,Y,Y,"RTGS2               ","RTGS ",Y,2020-08-28 18:16:38,2020-08-28 18:17:33,INPDEL01,INPDEL01,AUD,N,N,N,,,,,"                                  ",,,,,,,,,,,0,,,
U!EG6TSS,U!EG6UV9,Y,Y,N,Y,Y,Y,Y,"WBC033002920178     ","DDA  ",Y,2020-09-08 11:50:59,2020-09-08 11:54:54,"JCUSR01 ","JCAPR02 ",AUD,Y,Y,N,"033002 920178                     ",,,,"                                  ",,,"JCAPR02 ",,,,,,WESTPAC BANKING CORP,,0,,N,
U!EG6TSS,U.EG6VY8,Y,Y,N,Y,Y,Y,Y,"CBW0329161000095    ","DDA  ",Y,2020-09-08 12:02:51,2020-09-08 12:10:57,"JCUSR01 ","JCAPR02 ",AUD,Y,N,N,"032916 1000095                    ",,,,"                                  ",,,"JCAPR02 ",,,,,,CBW AGENCY,,0,,N,
FCEG76R8,FREG77NB,Y,Y,N,Y,Y,Y,Y,"RTGSAUD1-5801       ","RTGS ",Y,2020-09-08 15:31:35,2020-09-08 15:42:02,INPAMT01,MGRAMT01,AUD,Y,N,N,,,,,"                                  ",,,MGRAMT01,,,,,,,{BACKSPACE}Account Name: MCC PRIVATE LTD,0,,N,
FCEG76R8,FREG780S,Y,Y,Y,N,Y,Y,Y,"RTGS-AUD2523        ","RTGS ",Y,2020-09-08 15:33:15,2020-09-08 15:42:33,INPAMT01,MGRAMT01,AUD,Y,N,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
CAEFH7KI,Y0EGCU4R,Y,Y,N,Y,Y,Y,Y,"RTGS2               ","RTGS ",Y,2020-09-11 17:09:39,2020-09-11 17:09:39,INPROS01,INPROS01,AUD,N,N,N,,,,,"                                  ",,,,,,,,,,,0,,,
E2E4RAUV,-#EGLU0B,Y,Y,Y,Y,Y,Y,Y,"IMT5 - AUD          ","IMT  ",Y,2020-09-16 13:55:30,2020-09-16 15:47:57,LIQUSR03,MANZANOS,AUD,Y,Y,N,,,,,"                                  ",,,MANZANOS,,,,,,,,0,,N,
E2E4RAUV,-#EGLTAU,Y,Y,Y,Y,Y,Y,Y,"IMT7 - CHF          ","IMT  ",Y,2020-09-16 13:48:16,2020-09-16 15:47:19,LIQUSR03,MANZANOS,CHF,Y,Y,N,,,,,"                                  ",,,MANZANOS,,,,,,,,0,,N,
E2E4RAUV,-#EGLUQP,Y,Y,Y,Y,Y,Y,Y,"IMT6 - CAD          ","IMT  ",Y,2020-09-16 14:32:59,2020-09-16 15:47:03,LIQUSR03,MANZANOS,CAD,Y,Y,N,,,,,"                                  ",,,MANZANOS,,,,,,,,0,,N,
E2E4RAUV,-#EGLW1G,Y,Y,Y,Y,Y,Y,Y,"IMT9 - CNY          ","IMT  ",Y,2020-09-16 14:40:31,2020-09-16 15:48:39,LIQUSR03,MANZANOS,CNY,Y,Y,N,,,,,"                                  ",,,MANZANOS,,,,,,,,0,,N,
E2E4RAUV,-#EGLWNX,Y,Y,Y,Y,Y,Y,Y,"IMT10 - CZK         ","IMT  ",Y,2020-09-16 14:48:54,2020-09-16 15:49:00,LIQUSR03,MANZANOS,CZK,Y,Y,N,,,,,"                                  ",,,MANZANOS,,,,,,,,0,,N,
E2E4RAUV,-#EGLXB8,Y,Y,Y,Y,Y,Y,Y,"IMT11 - DKK         ","IMT  ",Y,2020-09-16 14:52:06,2020-09-16 15:49:14,LIQUSR03,MANZANOS,DKK,Y,Y,N,,,,,"                                  ",,,MANZANOS,,,,,,,,0,,N,
"#NED9EQ2","#XED9F2W",Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1337        ","DDA  ",Y,2020-07-13 13:27:46,2020-07-13 13:41:47,"JOBINP  ",JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
"#NED9EQ2","#XED9F39",Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1338        ","IMT  ",Y,2020-07-13 13:28:38,2020-07-13 13:42:21,"JOBINP  ",JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
"#NED9EQ2","#XED9FBD",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1338       ","RTGS ",Y,2020-07-13 13:29:46,2020-07-13 13:42:53,"JOBINP  ",JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
:KEDDAP0,:UEDDB1W,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4634        ","DDA  ",Y,2020-07-15 15:59:26,2020-07-15 16:10:45,"JOBINP  ",JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
I-EDB3F1,BDEDBA40,Y,Y,N,Y,Y,Y,Y,"IMT1                ","IMT  ",Y,2020-07-14 13:18:19,2020-07-14 14:52:57,DANUSR01,JOBSUPER,EUR,Y,Y,N,,,,,"                                  ",,,JOBSUPER,,,,,,,,0,,N,
:KEDDAP0,:UEDDB29,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-4635        ","IMT  ",Y,2020-07-15 16:00:09,2020-07-15 16:11:14,"JOBINP  ",JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
:KEDDAP0,:UEDDBAD,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4635       ","RTGS ",Y,2020-07-15 16:01:05,2020-07-15 16:11:41,"JOBINP  ",JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
SIEESUTN,SIEESUUM,Y,Y,Y,Y,Y,Y,Y,"IMT1                ","IMT  ",Y,2020-08-12 10:58:03,2020-08-24 11:31:15,CMARTILL,RPTSUP01,EUR,Y,Y,N,,,,,"                                  ",,,RPTSUP01,,,,,,,,1000000,,N,
@*EFH8X0,@*EFH9DP,Y,Y,Y,N,Y,Y,Y,RTGS2 -FROM CUSTOMER,"RTGS ",Y,2020-08-25 15:06:05,2020-08-25 15:14:38,INPALN01,DHENDERS,AUD,Y,N,N,,,,,"                                  ",,,DHENDERS,,,,,,,,0,,N,
@MEFH6VL,@MEFH7OJ,Y,Y,N,Y,Y,Y,Y,"RTGS1               ","RTGS ",Y,2020-08-25 15:48:06,2020-08-25 16:43:17,INPDEL01,SUPDEL01,AUD,Y,Y,N,,,,,"                                  ",,,SUPDEL01,,,,,,,,0,,N,
1KEFIX0F,1)EFIXV5,Y,Y,Y,N,Y,Y,Y,RTGS2 -FROM CUSTOMER,"RTGS ",Y,2020-08-26 13:00:14,2020-08-26 13:08:39,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
1MEFJ04Y,1$EFJ0Z6,Y,Y,Y,N,Y,Y,Y,RTGS2 -FROM CUSTOMER,"RTGS ",Y,2020-08-26 14:12:55,2020-08-26 14:21:48,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
Y?EFF2ED,1DEFIYAH,Y,Y,N,Y,Y,Y,Y,"RTGSAUD1-5808       ","RTGS ",Y,2020-08-26 14:17:33,2020-08-26 14:28:55,INPAMT01,MGRAMT01,AUD,Y,N,N,,,,,"                                  ",,,MGRAMT01,,,,,,,{BACKSPACE}Account Name: MCC PRIVATE LTD,0,,N,
Y?EFF2ED,1DEFIYNY,Y,Y,Y,N,Y,Y,Y,"RTGS-AUD2521        ","RTGS ",Y,2020-08-26 14:19:13,2020-08-26 14:29:26,INPAMT01,MGRAMT01,AUD,Y,N,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
=UEFJ4X5,=UEFJ4XP,Y,Y,N,Y,Y,Y,Y,"RTGS1 - TO CUSTOMER ","RTGS ",Y,2020-08-26 15:36:03,2020-08-26 15:46:16,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,Account Name: Anihant Trading Company,0,,N,
=UEFJ4X5,=UEFJ5DU,Y,Y,Y,N,Y,Y,Y,RTGS2 -FROM CUSTOMER,"RTGS ",Y,2020-08-26 15:38:13,2020-08-26 15:46:40,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
"#ZEFTUU3","#ZEFTYBM",Y,Y,N,Y,Y,Y,Y,"RTGS3               ","RTGS ",Y,2020-09-01 12:55:23,2020-09-01 14:37:29,INPROS01,INPROS01,AUD,Y,Y,N,,,,,"                                  ",,,INPROS01,,,,,,,Sanseera Electronics LTD Pay to 062000 12345678,0,,N,
FPE4MRNP,:;EFW3ZZ,Y,Y,Y,Y,Y,Y,Y,"IMT1                ","IMT  ",Y,2020-09-02 16:00:23,2020-09-02 16:03:06,LIQAPCP3,LOANIQ01,EUR,Y,Y,Y,,,,,"                                  ",,,LOANIQ01,,,,,,,,0,,N,
SIEESUTN,-BEGLYTU,Y,Y,Y,Y,Y,Y,Y,"IMT2                ","IMT  ",Y,2020-09-16 15:59:59,2020-09-16 16:24:02,CMARTILL,RPTMGR01,AUD,Y,Y,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,1000000,,N,
ZHEF7YY1,B3EGLYTT,Y,Y,Y,Y,Y,Y,Y,"IMT2                ","IMT  ",Y,2020-09-16 16:00:07,2020-09-16 16:05:32,JAQUITAN,JANICEA2,GBP,Y,Y,N,,,,,"                                  ",,,JANICEA2,,,,,,,,1000000,,N,
SIEESUTN,-BEGM078,Y,Y,Y,Y,Y,Y,Y,"IMT6                ","IMT  ",Y,2020-09-16 16:07:39,2020-09-16 16:24:25,CMARTILL,RPTMGR01,THB,Y,N,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,1000000,,N,
SIEESUTN,-BEGM0IS,Y,Y,Y,Y,Y,Y,Y,"IMT7                ","IMT  ",Y,2020-09-16 16:12:52,2020-09-16 16:25:47,CMARTILL,RPTMGR01,USD,Y,N,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,1000000,,N,
SIEESUTN,B+EGMANH,Y,Y,Y,Y,Y,Y,Y,"IMT9                ","IMT  ",Y,2020-09-16 20:13:41,2020-09-17 10:24:58,CMARTILL,RPTMGR01,SGD,Y,N,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,1000000,,N,
)?EF8978,QVEGMCVQ,Y,Y,Y,Y,Y,Y,Y,"IMT2                ","IMT  ",Y,2020-09-16 20:21:35,2020-09-16 21:17:31,SMANZANO,MANZANOM,HKD,Y,Y,N,,,,,"                                  ",,,MANZANOM,,,,,,,,1000000,,N,
)?EF8978,QVEGMDC8,Y,Y,Y,Y,Y,Y,Y,"IMT3                ","IMT  ",Y,2020-09-16 20:26:39,2020-09-16 21:16:28,SMANZANO,MANZANOM,IDR,Y,Y,N,,,,,"                                  ",,,MANZANOM,,,,,,,,1000000,,N,
)?EF8978,QVEGMDNT,Y,Y,Y,Y,Y,Y,Y,"IMT4                ","IMT  ",Y,2020-09-16 20:34:10,2020-09-16 21:18:38,SMANZANO,MANZANOM,JPY,Y,Y,N,,,,,"                                  ",,,MANZANOM,,,,,,,,1000000,,N,
)?EF8978,QVEGMDZD,Y,Y,Y,Y,Y,Y,Y,"IMT5                ","IMT  ",Y,2020-09-16 20:37:04,2020-09-16 21:19:48,SMANZANO,MANZANOM,USD,Y,Y,N,,,,,"                                  ",,,MANZANOM,,,,,,,,1000000,,N,
ZHEF7YY1,V4EGNCRI,Y,Y,Y,Y,Y,Y,Y,"IMT3                ","IMT  ",Y,2020-09-17 09:57:41,2020-09-17 10:12:54,JAQUITAN,JANICEA2,NZD,Y,Y,N,,,,,"                                  ",,,JANICEA2,,,,,,,,1000000,,N,
ZHEF7YY1,V4EGND32,Y,Y,Y,Y,Y,Y,Y,"IMT4                ","IMT  ",Y,2020-09-17 10:00:23,2020-09-17 10:12:44,JAQUITAN,JANICEA2,SEK,Y,Y,N,,,,,"                                  ",,,JANICEA2,,,,,,,,1000000,,N,
SIEESUTN,L*EGNL86,Y,Y,Y,Y,Y,Y,Y,"IMT11               ","IMT  ",Y,2020-09-17 12:55:28,2020-09-17 13:01:22,CMARTILL,RPTSUP01,NOK,Y,Y,N,,,,,"                                  ",,,RPTSUP01,,,,,,,,1000000,,N,
SIEESUTN,*FEGNU2H,Y,Y,Y,Y,Y,Y,Y,"IMT12               ","IMT  ",Y,2020-09-17 16:46:38,2020-09-17 17:05:48,LIQUSR03,FI717102,CNY,Y,Y,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
SIEESUTN,*FEGNWMC,Y,Y,Y,Y,Y,Y,Y,"IMT13               ","IMT  ",Y,2020-09-17 16:50:34,2020-09-17 17:05:21,LIQUSR03,FI717102,CZK,Y,Y,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
SIEESUTN,*FEGNX49,Y,Y,Y,Y,Y,Y,Y,"IMT14               ","IMT  ",Y,2020-09-17 16:51:41,2020-09-17 17:06:01,LIQUSR03,FI717102,DKK,Y,Y,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
SIEESUTN,*FEGNXJH,Y,Y,Y,Y,Y,Y,Y,"IMT15               ","IMT  ",Y,2020-09-17 16:54:57,2020-09-17 17:06:11,LIQUSR03,FI717102,HKD,Y,Y,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
SIEESUTN,*FEGNXYP,Y,Y,Y,Y,Y,Y,Y,"IMT16               ","IMT  ",Y,2020-09-17 16:55:33,2020-09-17 17:06:20,LIQUSR03,FI717102,IDR,Y,Y,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
SIEESUTN,*FEGNYDX,Y,Y,Y,Y,Y,Y,Y,"IMT17               ","IMT  ",Y,2020-09-17 16:56:07,2020-09-17 17:06:31,LIQUSR03,FI717102,JPY,Y,Y,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
SIEESUTN,*FEGNYT5,Y,Y,Y,Y,Y,Y,Y,"IMT18               ","IMT  ",Y,2020-09-17 16:56:47,2020-09-17 17:06:39,LIQUSR03,FI717102,MXN,Y,Y,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
SIEESUTN,*FEGNZ8D,Y,Y,Y,Y,Y,Y,Y,"IMT19               ","IMT  ",Y,2020-09-17 16:57:23,2020-09-17 17:06:47,LIQUSR03,FI717102,NZD,Y,Y,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
SIEESUTN,*FEGNZNL,Y,Y,Y,Y,Y,Y,Y,"IMT20               ","IMT  ",Y,2020-09-17 16:58:47,2020-09-17 17:06:58,LIQUSR03,FI717102,SEK,Y,N,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
SIEESUTN,*FEGO06Z,Y,Y,Y,Y,Y,Y,Y,"DDA1                ","DDA  ",Y,2020-09-17 16:59:54,2020-09-17 17:05:38,LIQUSR03,FI717102,AUD,Y,Y,N,"MSA 20420542122707                ",,,,"                                  ",,,FI717102,,,,,,LOANIQ CASH SETTLEMENT GL,,0,,N,
SIEESUTN,*FEGO07C,Y,Y,Y,Y,Y,Y,Y,"RTGS1               ","RTGS ",Y,2020-09-17 17:00:16,2020-09-17 17:07:08,LIQUSR03,FI717102,AUD,Y,Y,N,,,,,"                                  ",,,FI717102,,,,,,,,0,,N,
A4E8XOXX,A4E8XPKB,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-2520        ","DDA  ",Y,2020-04-20 03:38:18,2020-04-20 04:02:45,APP1MANS,RPTMGR01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,RPTMGR01,,,,,,CBA Domestic Account,,0,,N,
A4E8XOXX,A4E8XPY9,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-2520       ","RTGS ",Y,2020-04-20 03:41:19,2020-04-20 04:04:14,APP1MANS,RPTMGR01,AUD,Y,Y,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,0,,N,
A7E8Y5AF,A7E8Y5BE,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-0132        ","IMT  ",Y,2020-04-20 09:15:04,2020-04-20 09:35:14,APP1MANS,RPTMGR01,USD,Y,Y,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,0,,N,
A7E8Y5AF,A7E8Y5JI,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-0133       ","RTGS ",Y,2020-04-20 09:16:35,2020-04-20 09:35:45,APP1MANS,RPTMGR01,AUD,Y,Y,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,0,,N,
AVE8YAJT,AVE8YDIR,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1227        ","DDA  ",Y,2020-04-20 12:17:45,2020-04-20 14:54:45,"FJUSR01 ","FJMGR01 ",AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,"FJMGR01 ",,,,,,CBA Domestic Account,,0,,N,
AVE8YAJT,AVE8YDSK,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1227        ","IMT  ",Y,2020-04-20 12:20:45,2020-04-20 14:55:55,"FJUSR01 ","FJMGR01 ",USD,Y,Y,N,,,,,"                                  ",,,"FJMGR01 ",,,,,,,,0,,N,
AVE8YAJT,AVE8YE3O,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1227       ","RTGS ",Y,2020-04-20 12:24:14,2020-04-20 14:56:51,"FJUSR01 ","FJMGR01 ",AUD,Y,Y,N,,,,,"                                  ",,,"FJMGR01 ",,,,,,,,0,,N,
"!!E8YNWL","!4E8ZGUH",Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1723        ","DDA  ",Y,2020-04-21 01:31:55,2020-04-21 01:54:48,"FJUSR01 ","FJMGR01 ",AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,"FJMGR01 ",,,,,,CBA Domestic Account,,0,,N,
"!!E8YNWL","!4E8ZGUU",Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1723        ","IMT  ",Y,2020-04-21 01:33:15,2020-04-21 01:55:32,"FJUSR01 ","FJMGR01 ",USD,Y,Y,N,,,,,"                                  ",,,"FJMGR01 ",,,,,,,,0,,N,
"!!E8YNWL","!4E8ZH2Y",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1724       ","RTGS ",Y,2020-04-21 01:35:00,2020-04-21 01:56:08,"FJUSR01 ","FJMGR01 ",AUD,Y,Y,N,,,,,"                                  ",,,"FJMGR01 ",,,,,,,,0,,N,
E2E4RAUV,6UE4ZZWB,Y,Y,Y,Y,Y,Y,Y,"IMT1 - USD          ","IMT  ",Y,2020-02-04 03:43:41,2020-08-28 10:43:51,BRIANMOK,SMANZANO,USD,Y,Y,N,,,,,"                                  ",,,SMANZANO,,,,,,,,0,,N,
J5E4FAXX,J5E4FAYR,Y,Y,N,Y,Y,Y,Y,"DDA1                ","DDA  ",Y,2020-01-23 09:35:47,2020-01-23 09:41:22,HSSUPR01,HSUSER01,AUD,Y,N,N,"1                                 ",,,,"                                  ",,,HSUSER01,,,,,,1,,0,,N,
J5E4FAZF,J5E4FAZV,Y,Y,Y,Y,Y,Y,Y,"DDA1                ","DDA  ",Y,2020-01-23 09:49:53,2020-01-23 09:55:29,HSSUPR01,"HSMGR02 ",AUD,Y,N,N,"1                                 ",,,,"                                  ",,,"HSMGR02 ",,,,,,1,,0,,N,
3FE4FBRS,3FE4FBSF,Y,Y,Y,Y,Y,Y,Y,"DDA1                ","DDA  ",Y,2020-01-23 09:59:05,2020-01-23 10:02:38,HSUSER01,"HSMGR02 ",AUD,Y,N,N,"1                                 ",,,,"                                  ",,,"HSMGR02 ",,,,,,1,,0,,N,
FPE4MRNP,FPE4MRO4,Y,Y,Y,Y,Y,Y,Y,"DDA1                ","DDA  ",Y,2020-01-27 10:35:22,2020-01-29 05:11:10,"MGALING ",DHENDERS,AUD,Y,Y,N,"1234                              ",,,,"                                  ",,,DHENDERS,,,,,,DDA_LEND,,0,,N,
FPE4MRNP,FPE4MROR,Y,Y,Y,Y,Y,Y,Y,"RTGS1               ","RTGS ",Y,2020-01-27 10:59:11,2020-01-29 05:11:27,"MGALING ",DHENDERS,AUD,Y,Y,N,,,,,"                                  ",,,DHENDERS,,,,,,,,0,,N,
(KE4Q19S,(KE4Q1B8,Y,Y,Y,Y,Y,Y,Y,"DDA1                ","DDA  ",Y,2020-01-29 05:07:24,2020-01-29 05:11:01,"WBAYERS ",DHENDERS,AUD,Y,Y,N,"1000188515                        ",,,,"                                  ",,,DHENDERS,,,,,,CBA Domestic Account,,0,,N,
(KE4Q19S,(KE4Q1BY,Y,Y,Y,Y,Y,Y,Y,"RTGS1               ","RTGS ",Y,2020-01-29 05:08:16,2020-01-29 05:10:51,"WBAYERS ",DHENDERS,AUD,Y,Y,N,,,,,"                                  ",,,DHENDERS,,,,,,,,0,,N,
?ZE4CIA6,?ZE4CKZ2,Y,Y,Y,Y,Y,Y,Y,"DDA1                ","DDA  ",Y,2020-01-22 13:45:50,2020-01-22 14:15:10,RPTINP01,RPTMGR01,AUD,Y,Y,N,"1000188515                        ",,,,"                                  ",,,RPTMGR01,,,,,,CBA Domestic Account,,0,,N,
?ZE4CIA6,?ZE4CLLI,Y,Y,Y,Y,Y,Y,Y,"RTGS1               ","RTGS ",Y,2020-01-22 13:46:41,2020-01-22 14:15:31,RPTINP01,RPTMGR01,AUD,Y,Y,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,0,,N,
