"CON_CID_CUST_ID","CON_RID_CONTACT","CON_CDE_PURPOSE","CON_NME_FIRST","CON_NME_LAST","CON_IND_DEFAULT","CON_TSP_REC_CREATE","CON_TSP_REC_UPDATE","CON_UID_REC_CREATE","CON_UID_REC_UPDATE","CON_IND_LOAN","CON_IND_SBLC","CON_IND_PRINCIPAL","CON_IND_INTEREST","CON_IND_FEE","CON_IND_INACTIVE","CON_CDE_LANGUAGE","CON_RID_PRIM_FAX","CON_RID_SCDY_FAX","CON_RID_ADDRESS","CON_RID_EXPR_ADDR","CON_NME_MIDDLE","CON_NME_PREFIX","CON_NME_PREFERRED","CON_NME_SALUTATION","CON_TXT_DEPT","CON_ADR_FLR_SUITE","CON_ADR_EXPR_SUITE","CON_TXT_JOB_FUNC","CON_TXT_TTL_CON","CON_PHN_PRIM_BSNS","CON_PHN_HOME_PHONE","CON_FAX_HOME","CON_PHN_SCDY_BSNS","CON_XID_EMAIL","CON_IND_BILL_RCPNT","CON_CDE_BRANCH"
"#NED9EQ2","#XED9F2R","SERV ","John                ","Bloggs                             ","N","2020-07-13 13:26:13","2020-07-14 11:43:23","JOBINP  ","JOBINP  ","Y","Y","Y","Y","Y","N","ENG  ","","","#NED9EQ4","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","john.blogg@abc.com","N",""
":KEDDAP0",":UEDDB1R","SERV ","John                ","Bloggs                             ","N","2020-07-15 15:58:09","2020-07-15 15:58:09","JOBINP  ","JOBINP  ","Y","Y","Y","Y","Y","N","ENG  ","","",":KEDDAP2","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"SIEESUTN","SIEESUUA","SERV ","CASSIE              ","MARTILLANO                         ","N","2020-08-12 10:56:58","2020-08-12 10:56:58","CMARTILL","CMARTILL","Y","Y","Y","Y","Y","N","ENG  ","","","","","","                                        ","CASSIE              ","","","","","","","12345532555","","","","cbatest@mail.com","N",""
"5$EH88NS","5NEH890H","SERV ","John                ","Bloggs                             ","N","2020-09-28 16:44:10","2020-09-28 16:44:10","INPELY01","INPELY01","Y","Y","Y","Y","Y","N","ENG  ","","","5$EH88NU","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
".6EHDTXC",".MEHDUA4","SERV ","John                ","Bloggs                             ","N","2020-10-01 17:12:01","2020-10-01 17:12:01","INPELY01","INPELY01","Y","Y","Y","Y","Y","N","ENG  ","","",".6EHDTXE","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"@MEFH6VL","@MEFH7EX","SALES","Robin               ","Hood                               ","N","2020-08-25 15:43:57","2020-08-25 15:43:57","INPDEL01","INPDEL01","Y","N","Y","Y","Y","N","ENG  ","","","","","                    ","                                        ","","","","","","","","13 85 96","","1917472","","winstone.tsang@cba.com.au","N",""
"P!EHBPV8","PPEHBQ7Z","SERV ","John                ","Bloggs                             ","N","2020-09-30 12:29:49","2020-09-30 12:29:49","MIGGY_IN","MIGGY_IN","Y","Y","Y","Y","Y","N","ENG  ","","","P!EHBPVA","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"(VEHFY93","(GEHFYLW","SERV ","John                ","Bloggs                             ","N","2020-10-02 20:13:52","2020-10-02 20:13:52","MIGGY_IN","MIGGY_IN","Y","Y","Y","Y","Y","N","ENG  ","","","(VEHFY95","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"W-EHL8IC","W:EHL8V1","SERV ","John                ","Bloggs                             ","N","2020-10-05 16:25:39","2020-10-05 16:25:39","MIGGY_IN","MIGGY_IN","Y","Y","Y","Y","Y","N","ENG  ","","","W-EHL8IE","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
":OEHOO1J",":JEHOOEA","SERV ","John                ","Bloggs                             ","N","2020-10-07 12:46:36","2020-10-07 12:46:36","MIGGY_IN","MIGGY_IN","Y","Y","Y","Y","Y","N","ENG  ","","",":OEHOO1L","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"7(EHN2BK","7REHN2OA","SERV ","John                ","Bloggs                             ","N","2020-10-06 15:48:55","2020-10-06 15:48:55","INPELY01","INPELY01","Y","Y","Y","Y","Y","N","ENG  ","","","7(EHN2BM","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"UWEHCNUO","+PEHQGMA","SERV ","Makee               ","Campomanes                         ","N","2020-10-08 12:00:05","2020-10-08 12:00:05","ARFELI01","ARFELI01","Y","Y","Y","Y","Y","N","ENG  ","","","UWEHCNUR","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}makee.campomanes@abc.com","N",""
"1.EIEUFN","1TEIEUSE","SERV ","John                ","Bloggs                             ","N","2020-10-21 15:31:50","2020-10-21 15:31:50","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","1.EIEUFP","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"$$EHNARP","ACEHQQK4","SERV ","JUGHEAD             ","JONES                              ","N","2020-10-08 15:21:37","2020-10-08 15:21:37","CESSINP1","CESSINP1","Y","Y","Y","Y","Y","N","ENG  ","","","$$EHNARS","","                    ","                                        ","","","","","","","","234234234","","","03 5029 9445","{BACKSPACE}jugjones@serpents.com","N",""
"=4EI135W","=UEI13ET","SERV ","John                ","Bloggs                             ","N","2020-10-14 06:18:14","2020-10-14 06:18:14","DANUSR01","DANUSR01","Y","Y","Y","Y","Y","N","ENG  ","","","=4EI135Y","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"J+EICOY5","3FEICQLT","SERV ","John                ","Bloggs                             ","N","2020-10-20 12:07:54","2020-10-20 12:07:54","DANUSR01","DANUSR01","Y","Y","Y","Y","Y","N","ENG  ","","","J+EICOY7","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"4ZEIQ1E8","49EIQ1QY","SERV ","John                ","Bloggs                             ","N","2020-10-27 17:43:32","2020-10-27 17:43:32","TESTINP ","TESTINP ","Y","Y","Y","Y","Y","N","ENG  ","","","4ZEIQ1EA","","                    ","                                        ","","","","","","","","1928727188","","","1928143144","{BACKSPACE}john.blogg@abc.com","N",""
"4;EIQ81F","46EIQ8E3","SERV ","John                ","Bloggs                             ","N","2020-10-27 18:59:08","2020-10-27 18:59:08","INPALN01","INPALN01","Y","Y","Y","Y","Y","N","ENG  ","","","4;EIQ81H","","                    ","                                        ","","","","","","","","3242342343","","","1234567890","{BACKSPACE}john.blogg@cba.com","N",""
")HEIRQW9",")1EIRR90","SERV ","John                ","Bloggs                             ","N","2020-10-28 15:55:40","2020-10-28 15:55:40","INPRON01","INPRON01","Y","Y","Y","Y","Y","N","ENG  ","","",")HEIRQWB","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"OQEIT5A0","O5EIT5MQ","SERV ","John                ","Bloggs                             ","N","2020-10-29 08:55:25","2020-10-29 08:55:25","INPALN01","INPALN01","Y","Y","Y","Y","Y","N","ENG  ","","","OQEIT5A2","","                    ","                                        ","","","","","","","","3242342343","","","1234567890","{BACKSPACE}john.blogg@cba.com","N",""
"YAEIT9TU","YPEITA6M","SERV ","John                ","Bloggs                             ","N","2020-10-29 10:30:56","2020-10-29 10:30:56","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","YAEIT9TW","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"YJEITCGS","Y(EITCTK","SERV ","John                ","Bloggs                             ","N","2020-10-29 11:18:25","2020-10-29 11:18:25","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","YJEITCGU","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"JMEITF16","JWEITFDY","SERV ","John                ","Bloggs                             ","N","2020-10-29 12:06:43","2020-10-29 12:06:43","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","JMEITF18","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"CXEIU5IL",";FEIU5VD","SERV ","John                ","Bloggs                             ","N","2020-10-29 21:59:32","2020-10-29 21:59:32","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","CXEIU5IN","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"RYEIUH32","RJEIUHFV","SERV ","John                ","Bloggs                             ","N","2020-10-30 02:03:32","2020-10-30 02:03:32","INPRON01","INPRON01","Y","Y","Y","Y","Y","N","ENG  ","","","RYEIUH34","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"RIEIV8RR","RIEIV8SS","BILL ","First               ","Last                               ","N","2020-10-30 12:15:19","2020-10-30 12:15:57","DANUSR01","DANUSR01","Y","N","Y","N","N","N","ENG  ","","","RIEIV8RT","RIEIV8RT","                    ","                                        ","Nick                ","","","","","","","9999999","","","","check@check.com","N",""
"!!E8YNWL","!4E8ZGUC","SERV ","John                ","Bloggs                             ","N","2020-04-21 01:28:47","2020-04-21 01:28:47","FJUSR01 ","FJUSR01 ","Y","Y","Y","Y","Y","N","ENG  ","","","!!E8YNWN","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"!DE93K99","!DE93POI","SERV ","John                ","Bloggs                             ","N","2020-04-23 09:27:01","2020-04-23 09:27:01","APP1MANS","APP1MANS","Y","Y","Y","Y","Y","N","ENG  ","","","!DE93K9B","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","john.blogg@abc.com","N",""
"AVE8YAJT","AVE8YB1U","SERV ","John                ","Bloggs                             ","N","2020-04-20 11:22:10","2020-04-20 11:22:10","FJUSR01 ","FJUSR01 ","Y","Y","Y","Y","Y","N","ENG  ","","","AVE8YAJV","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"J5E4FAXX","J5E4FAY9","BILL ","Henry               ","Stone                              ","N","2020-01-23 09:32:40","2020-01-23 09:44:11","HSSUPR01","HSSUPR01","Y","Y","Y","Y","Y","N","ENG  ","","","J5E4FAXZ","J5E4FAXZ","                    ","Engr                                    ","","","","","","","","TEST","","","","dummy@email.com","N",""
"J5E4FAZF","J5E4FAZR","SERV ","Jobern              ","Loretizo                           ","N","2020-01-23 09:49:42","2020-01-23 09:49:42","HSSUPR01","HSSUPR01","Y","Y","Y","Y","Y","N","ENG  ","","","J5E4FAZH","J5E4FAZH","                    ","Don                                     ","","","","","","","","TEST","","","","dummy@domain.com","N",""
"3FE4FBRS","3FE4FBS4","SERV ","Tony                ","Stark                              ","N","2020-01-23 09:58:52","2020-01-23 09:58:52","HSUSER01","HSUSER01","Y","Y","Y","Y","Y","N","ENG  ","","","3FE4FBRU","3FE4FBRU","                    ","Mr                                      ","","","","","","","","TEST","","","","email@domain.com","N",""
"(KE4Q19S","(KE4Q1AS","BILL ","KUYA                ","KESO                               ","N","2020-01-29 04:57:37","2020-01-29 04:57:37","WBAYERS ","WBAYERS ","Y","Y","Y","Y","Y","N","ENG  ","","","","","                    ","MR                                      ","KESOW               ","KESOWSKI            ","KESOWSKI            ","","","KESOWSKI","KESOWSKI","123456789","123456789","","123456789","kuyakeso@email.com","N",""
"E2E4RAUV","@ME4QUQS","SERV ","Operations          ","Loan                               ","N","2020-01-30 06:23:01","2020-01-30 06:23:01","BRIANMOK","BRIANMOK","Y","Y","Y","Y","Y","N","ENG  ","","","E2E4RAUY","","                    ","                                        ","","","","","","",""," ","","","","test@cba.com","N",""
"?ZE4CIA6","?ZE4CKCT","SERV ","John                ","Bloggs                             ","N","2020-01-22 13:22:01","2020-01-22 13:22:01","RPTINP01","RPTINP01","Y","Y","Y","Y","Y","N","ENG  ","","","","","                    ","                                        ","","","","","","","","1928727188","","","","john.blogg@abc.com","N",""
"FPE4MRNP","FPE4MSO1","SERV ","Lending             ","NHB                                ","N","2020-01-27 11:26:01","2020-01-27 11:26:01","MGALING ","MGALING ","Y","Y","Y","Y","Y","N","ENG  ","","","FPE4MRNR","","                    ","                                        ","","","","","","",""," ","","","","lending@cba.com.au","N",""
"AMDPAOVM","AMDPAOW3","SERV ","BVT                 ","Business Verification              ","N","2019-04-04 16:03:39","2019-10-18 03:10:52","KANDERSO","GIBLINC ","Y","Y","Y","Y","Y","N","ENG  ","","","AMDPAOVO","","                    ","                                        ","","","","","","",""," ","","","","Alliance_LoanIQ_Corro@cba.com.au","N",""
"A$DPARLG","A$DPARLV","SERV ","Ops                 ","Lending                            ","N","2019-04-04 16:24:52","2020-04-27 22:54:20","KANDERSO","INPMANS ","Y","Y","Y","Y","Y","N","ENG  ","","","A$DPARLI","","                    ","                                        ","","","","","","",""," ","","","","evg@cba.com","N",""
"AMDPAOVM","@*DZF8KF","SERV ","Lending and Leasing ","AGENCY                             ","N","2019-10-18 03:08:14","2019-10-18 03:08:14","GIBLINC ","GIBLINC ","Y","Y","Y","Y","Y","N","ENG  ","","","AMDPAOVO","","                    ","                                        ","","","","","","",""," ","","","","AgencyGroup@cba.com.au","N",""
"AMDPAOVM","@*DZF8KK","SERV ","Lending and Leasing ","NON AGENCY                         ","N","2019-10-18 03:10:06","2019-10-18 03:10:06","GIBLINC ","GIBLINC ","Y","Y","Y","Y","Y","N","ENG  ","","","AMDPAOVO","","                    ","                                        ","","","","","","",""," ","","","","IBLending@cba.com.au","N",""
"A4E8XOGV","A4E8XOHC","SERV ","John                ","Bloggs                             ","N","2020-04-20 02:33:49","2020-04-20 02:33:49","APP1MANS","APP1MANS","Y","Y","Y","Y","Y","N","ENG  ","","","A4E8XOGX","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"A4E8XOXX","A4E8XPFI","SERV ","John                ","Bloggs                             ","N","2020-04-20 03:35:18","2020-06-25 14:30:10","APP1MANS","RPTINP01","Y","Y","Y","Y","Y","N","ENG  ","","","A4E8XOXZ","","                    ","                                        ","BX                  ","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"AME8XY0R","AME8XY18","SERV ","John                ","Bloggs                             ","N","2020-04-20 05:42:42","2020-06-25 14:33:18","APP1MANS","RPTINP01","Y","Y","Y","Y","Y","N","ENG  ","","","AME8XY0T","","                    ","                                        ","","","","","","","","1928727189","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"A7E8Y5AF","A7E8Y5AW","SERV ","John                ","Bloggs                             ","N","2020-04-20 09:11:10","2020-04-20 09:11:10","APP1MANS","APP1MANS","Y","Y","Y","Y","Y","N","ENG  ","","","A7E8Y5AH","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"*#EF4PTL","*#EF4PUM","BILL ","Grylls              ","Bear                               ","N","2020-08-18 20:18:22","2020-08-18 20:18:22","WBAYERS ","WBAYERS ","Y","Y","Y","Y","Y","N","ENG  ","","","*#EF4PTN","","                    ","                                        ","","","","","","","","131100","","","131100","{BACKSPACE}bear.grylls@gmails.com","N",""
"VWEDOEXK","GEEDOPS3","SERV ","John                ","Bloggs                             ","N","2020-07-21 18:46:57","2020-07-21 18:46:57","DJRHINPT","DJRHINPT","Y","Y","Y","Y","Y","N","ENG  ","","","VWEDOEXM","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"VWEDOEXK","GEEDOQ8W","SERV ","James               ","Baker                              ","N","2020-07-21 18:52:46","2020-07-21 18:52:46","DJRHINPT","DJRHINPT","Y","Y","Y","Y","Y","N","ENG  ","","","VWEDOEXM","","                    ","                                        ","","","","","","","","1928143143","","","03 5029 9445","{BACKSPACE}james.baker@abc.com","N",""
"E8EF8FP7","EJEF8G2E","BILL ","Billy               ","Elliot                             ","N","2020-08-20 21:21:00","2020-08-20 21:21:00","INPRON01","INPRON01","Y","N","Y","Y","Y","N","ENG  ","","","E8EF8FP9","","                    ","                                        ","","","","","","","","029411111","","","","{BACKSPACE}Samiha.Bakhtiar@cba.com.au","N",""
"ZHEF7YY1","ZHEF7YYG","SERV ","JOHN                ","DOE                                ","N","2020-08-20 15:04:20","2020-08-20 15:04:20","JAQUITAN","JAQUITAN","Y","Y","Y","Y","Y","N","EN   ","","","","","                    ","                                        ","","","","","","","","12312312312313","","","","john.doe@abc.com","N",""
"A1EF5M56","9:EF86GP","SERV ","Vinnie              ","Jones                              ","N","2020-08-20 17:35:01","2020-08-20 17:35:01","ALNINP01","ALNINP01","Y","Y","Y","Y","Y","N","ENG  ","","","A1EF5M58","","                    ","                                        ","","","","","","","","131100","","","131100","{BACKSPACE}portz.prany@cba.com.au","N",""
")3EF892G","EZEF8E3W","BILL ","Billy               ","Elliot                             ","N","2020-08-20 20:10:10","2020-08-20 20:10:10","INPRON01","INPRON01","Y","N","Y","Y","Y","N","ENG  ","","",")3EF892I","","                    ","                                        ","","","","","","","","029411111","","","","{BACKSPACE}Samiha.Bakhtiar@cba.com.au","N",""
"Y3EFEZQB","Y3EFEZQW","SERV ","Vinnie              ","Jones                              ","N","2020-08-24 10:23:37","2020-08-24 10:23:37","INPALN01","INPALN01","Y","Y","Y","Y","Y","N","ENG  ","","","Y3EFEZQD","","                    ","                                        ","","","","","","","","131100","","","131100","{BACKSPACE}portz.prany@cba.com.au","N",""
"*-EK61H0","E.EK799X","SERV ","Jimmy               ","Croce                              ","N","2020-11-25 11:31:27","2020-11-25 11:31:27","INPDEL01","INPDEL01","Y","Y","Y","Y","Y","N","ENG  ","","","*-EK61H3","","                    ","                                        ","","","","","","","","02 99998888","","","02 99998888","{BACKSPACE}faazil.sheriff@cba.com.au","N",""
"1KEJ2OU2","1UEJ2P6S","SERV ","John                ","Bloggs                             ","N","2020-11-03 13:47:06","2020-11-03 13:47:06","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","1KEJ2OU4","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"1;EJ2T99","1REJ2TLZ","SERV ","John                ","Bloggs                             ","N","2020-11-03 15:23:17","2020-11-03 15:23:17","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","1;EJ2T9B","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"HFEJ773H","7VEJ77MH","SERV ","John                ","Bloggs                             ","N","2020-11-06 00:17:08","2020-11-06 00:17:08","DANUSR01","DANUSR01","Y","Y","Y","Y","Y","N","ENG  ","","","HFEJ773K","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"(.EJLEOZ","(TEJLF1T","SERV ","John                ","Bloggs                             ","N","2020-11-13 15:00:13","2020-11-13 15:00:13","INPAMT02","INPAMT02","Y","Y","Y","Y","Y","N","ENG  ","","","(.EJLEP1","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"(8EJLEWH","(OEJLF9A","SERV ","John                ","Bloggs                             ","N","2020-11-13 15:13:33","2020-11-13 15:13:33","INPAMT02","INPAMT02","Y","Y","Y","Y","Y","N","ENG  ","","","(8EJLEWJ","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"M2EIVJHN","M-EIVJUG","SERV ","John                ","Bloggs                             ","N","2020-10-30 15:47:08","2020-10-30 15:47:08","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","M2EIVJHP","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"WAEIVMLA","W!EIVMY3","SERV ","John                ","Bloggs                             ","N","2020-10-30 17:09:42","2020-10-30 17:09:42","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","WAEIVMLC","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"R:EIVB7O","RQEIVBKH","SERV ","John                ","Bloggs                             ","N","2020-10-30 12:54:19","2020-10-30 12:54:19","INPRON01","INPRON01","Y","Y","Y","Y","Y","N","ENG  ","","","R:EIVB7Q","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"2WEJV8B4","2WEJV8LD","SERV ","Lender              ","Long                               ","N","2020-11-18 23:49:02","2020-11-18 23:49:02","DANUSR01","DANUSR01","Y","Y","Y","Y","Y","N","ENG  ","","","2WEJV8B6","2WEJV8B6","S                   ","                                        ","","","","","","",""," ","","","","long@ym.com","N",""
"1-EJ2YO0","1#EJ2Z0Q","SERV ","John                ","Bloggs                             ","N","2020-11-03 16:59:22","2020-11-03 16:59:22","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","1-EJ2YO2","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"D6EJ4OKJ","DMEJ4OXA","SERV ","John                ","Bloggs                             ","N","2020-11-04 14:24:37","2020-11-04 14:24:37","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","D6EJ4OKL","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"HFEJ773H","7VEJ783A","SERV ","James               ","Baker                              ","N","2020-11-06 00:22:21","2020-11-06 00:22:21","DANUSR01","DANUSR01","Y","Y","Y","Y","Y","N","ENG  ","","","HFEJ773K","","                    ","                                        ","","","","","","","","1928143143","","","03 5029 9445","{BACKSPACE}james.baker@abc.com","N",""
"HFEJ6RWQ","N.EJ823E","SERV ","John                ","Bloggs                             ","N","2020-11-06 10:07:58","2020-11-06 10:07:58","INPRON01","INPRON01","Y","Y","Y","Y","Y","N","ENG  ","","","HFEJ6RWT","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"HFEJ8RUQ","BPEJ9N61","SERV ","James               ","Baker                              ","N","2020-11-07 06:15:41","2020-11-07 06:15:41","DANUSR01","DANUSR01","Y","Y","Y","Y","Y","N","ENG  ","","","HFEJ8RUT","","                    ","                                        ","","","","","","","","1928143143","","","03 5029 9445","{BACKSPACE}james.baker@abc.com","N",""
"HFEJ8RUQ","BPEJ9MP8","SERV ","John                ","Bloggs                             ","N","2020-11-07 06:11:15","2020-11-07 06:11:15","DANUSR01","DANUSR01","Y","Y","Y","Y","Y","N","ENG  ","","","HFEJ8RUT","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"HFEJ8UE1","#FEJ8ZBH","SERV ","John                ","Bloggs                             ","N","2020-11-06 23:00:20","2020-11-06 23:00:20","INPAMT02","INPAMT02","Y","Y","Y","Y","Y","N","ENG  ","","","HFEJ8UE4","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"HFEJDN2Y",":(EJDZVT","SERV ","John                ","Bloggs                             ","N","2020-11-09 16:16:21","2020-11-09 16:16:21","INPRON02","INPRON02","Y","Y","Y","Y","Y","N","ENG  ","","","HFEJDN31","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
"HFEJ4FCF","GTEJFM2C","SERV ","CBA                 ","London                             ","N","2020-11-10 09:22:34","2020-11-10 09:22:34","FOULISTR","FOULISTR","Y","Y","Y","Y","Y","N","ENG  ","","","HFEJ4FCI","","                    ","                                        ","","","","","","",""," ","","","","london@cba.com.au","N",""
"J6EI07VT","ZUEJHS0O","SERV ","Cargill             ","PVT                                ","N","2020-11-11 14:04:16","2020-11-11 14:04:16","FOULISTR","FOULISTR","Y","Y","Y","Y","Y","N","ENG  ","","","J6EI07VW","","                    ","                                        ","","","","","","",""," ","","","","cargill@pvt.com.au","N",""
"2!EJV2PU","2!EJV2QF","SERV ","Lender              ","Short                              ","N","2020-11-18 21:12:51","2020-11-18 21:12:51","DANUSR01","DANUSR01","Y","Y","Y","Y","Y","N","ENG  ","","","2!EJV2PW","2!EJV2PW","S                   ","Mr                                      ","","","","","","",""," ","","","","lender333@ym.com","N",""
"HFEJ6T46","7CEJ6XPX","SERV ","John                ","Bloggs                             ","N","2020-11-05 20:48:14","2020-11-05 20:48:14","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","HFEJ6T49","","                    ","                                        ","","","","","","","","1928727188","","","1928143144","{BACKSPACE}john.blogg@abc.com","N",""
"M.EJQR6A","M8EJQRV8","SERV ","John                ","Bloggs                             ","N","2020-11-16 12:32:49","2020-11-16 12:32:49","INPAMT01","INPAMT01","Y","Y","Y","Y","Y","N","ENG  ","","","M.EJQR6C","","                    ","                                        ","","","","","","","","1928727188","","","03 5029 9445","{BACKSPACE}john.blogg@abc.com","N",""
